rn,strata,title,time,event_rr3,censor_rr3,at_risk_rr3,stderr,std.chaz
90,apc_employed_ind=TRUE,Rest to Full(18over),89,S,21,162,0.035043379,0.034394663
91,apc_employed_ind=TRUE,Rest to Full(18over),90,S,15,138,0.039402928,0.038646291
92,apc_employed_ind=TRUE,Rest to Full(18over),91,S,27,120,0.042070406,0.04129631
93,apc_employed_ind=TRUE,Rest to Full(18over),92,S,18,90,0.043561455,0.042797569
94,apc_employed_ind=TRUE,Rest to Full(18over),93,S,18,72,0.048019235,0.047205705
95,apc_employed_ind=TRUE,Rest to Full(18over),94,S,18,51,0.055732998,0.054747727
96,apc_employed_ind=TRUE,Rest to Full(18over),95,S,12,33,0.055732998,0.054747727
97,apc_employed_ind=TRUE,Rest to Full(18over),96,S,S,21,0.055732998,0.054747727
98,apc_employed_ind=TRUE,Rest to Full(18over),97,S,S,12,0.055732998,0.054747727
99,apc_employed_ind=TRUE,Rest to Full(18over),98,S,S,6,0.055732998,0.054747727
100,apc_employed_ind=TRUE,Rest to Full(18over),99,S,S,S,S,S
101,apc_employed_ind=TRUE,Rest to Full(18over),100,S,S,S,S,S
1,addr_transience=0_1,Rest to Full,0,S,168,31791,0,0
2,addr_transience=0_1,Rest to Full,1,S,177,31623,0,0
3,addr_transience=0_1,Rest to Full,2,S,147,31443,4.50E-05,4.50E-05
4,addr_transience=0_1,Rest to Full,3,S,183,31296,5.52E-05,5.52E-05
5,addr_transience=0_1,Rest to Full,4,S,147,31113,6.39E-05,6.39E-05
6,addr_transience=0_1,Rest to Full,5,S,144,30960,6.39E-05,6.39E-05
7,addr_transience=0_1,Rest to Full,6,S,138,30819,9.10E-05,9.10E-05
8,addr_transience=0_1,Rest to Full,7,S,129,30678,9.10E-05,9.10E-05
9,addr_transience=0_1,Rest to Full,8,S,141,30549,0.000116823,0.000116816
10,addr_transience=0_1,Rest to Full,9,S,108,30402,0.000121366,0.000121359
11,addr_transience=0_1,Rest to Full,10,12,147,30294,0.000170009,0.000169986
12,addr_transience=0_1,Rest to Full,11,57,198,30132,0.000304814,0.000304599
13,addr_transience=0_1,Rest to Full,12,4404,183,29877,0.002424789,0.002241983
14,addr_transience=0_1,Rest to Full,13,3168,192,25290,0.003397374,0.003159067
15,addr_transience=0_1,Rest to Full,14,1650,156,21930,0.003905404,0.003662048
16,addr_transience=0_1,Rest to Full,15,987,180,20124,0.004220528,0.003980678
17,addr_transience=0_1,Rest to Full,16,669,135,18957,0.00444326,0.004208016
18,addr_transience=0_1,Rest to Full,17,429,147,18156,0.004590472,0.004359579
19,addr_transience=0_1,Rest to Full,18,1725,144,17580,0.005221297,0.004958635
20,addr_transience=0_1,Rest to Full,19,1761,159,15708,0.005940958,0.005632144
21,addr_transience=0_1,Rest to Full,20,1248,150,13791,0.0065206,0.006187892
22,addr_transience=0_1,Rest to Full,21,996,138,12390,0.007041852,0.006692539
23,addr_transience=0_1,Rest to Full,22,897,120,11259,0.007567684,0.007201443
24,addr_transience=0_1,Rest to Full,23,702,135,10242,0.008028354,0.00765199
25,addr_transience=0_1,Rest to Full,24,645,99,9405,0.008501756,0.008114295
26,addr_transience=0_1,Rest to Full,25,495,48,8661,0.008903766,0.008511118
27,addr_transience=0_1,Rest to Full,26,432,12,8118,0.009283333,0.00888684
28,addr_transience=0_1,Rest to Full,27,372,87,7677,0.009636019,0.009237067
29,addr_transience=0_1,Rest to Full,28,387,93,7215,0.010036655,0.00963229
30,addr_transience=0_1,Rest to Full,29,333,87,6729,0.010412514,0.010004449
31,addr_transience=0_1,Rest to Full,30,282,93,6309,0.010763803,0.010353474
32,addr_transience=0_1,Rest to Full,31,252,90,5937,0.011108115,0.010695932
33,addr_transience=0_1,Rest to Full,32,228,99,5592,0.011443869,0.011030294
34,addr_transience=0_1,Rest to Full,33,207,96,5265,0.011778464,0.011363627
35,addr_transience=0_1,Rest to Full,34,192,78,4962,0.012114029,0.011697977
36,addr_transience=0_1,Rest to Full,35,159,90,4698,0.012416276,0.012000309
37,addr_transience=0_1,Rest to Full,36,162,60,4449,0.01275175,0.012334708
38,addr_transience=0_1,Rest to Full,37,150,69,4227,0.013086448,0.01266839
39,addr_transience=0_1,Rest to Full,38,135,60,4008,0.013417101,0.012998239
40,addr_transience=0_1,Rest to Full,39,126,75,3813,0.013742034,0.013322611
41,addr_transience=0_1,Rest to Full,40,96,78,3612,0.014014374,0.013595964
42,addr_transience=0_1,Rest to Full,41,111,69,3438,0.014362721,0.013943114
43,addr_transience=0_1,Rest to Full,42,90,48,3255,0.014663692,0.014244472
44,addr_transience=0_1,Rest to Full,43,99,57,3117,0.015014596,0.014594237
45,addr_transience=0_1,Rest to Full,44,78,54,2961,0.015315849,0.014895913
46,addr_transience=0_1,Rest to Full,45,93,60,2829,0.015695237,0.015273334
47,addr_transience=0_1,Rest to Full,46,69,72,2673,0.016016897,0.015595012
48,addr_transience=0_1,Rest to Full,47,84,60,2532,0.016434507,0.016009586
49,addr_transience=0_1,Rest to Full,48,66,51,2388,0.016798253,0.016372415
50,addr_transience=0_1,Rest to Full,49,63,54,2271,0.017180437,0.016753216
51,addr_transience=0_1,Rest to Full,50,42,45,2154,0.017447303,0.017021484
52,addr_transience=0_1,Rest to Full,51,39,60,2067,0.017725925,0.017301344
53,addr_transience=0_1,Rest to Full,52,54,51,1965,0.018111529,0.017685871
54,addr_transience=0_1,Rest to Full,53,54,42,1863,0.018556836,0.018128339
55,addr_transience=0_1,Rest to Full,54,57,36,1767,0.019058915,0.018625605
56,addr_transience=0_1,Rest to Full,55,51,33,1671,0.019556672,0.019119001
57,addr_transience=0_1,Rest to Full,56,51,42,1584,0.020075876,0.019633238
58,addr_transience=0_1,Rest to Full,57,60,51,1491,0.020751776,0.020297
59,addr_transience=0_1,Rest to Full,58,72,45,1380,0.021675417,0.021192981
60,addr_transience=0_1,Rest to Full,59,90,42,1266,0.023011996,0.022464902
61,addr_transience=0_1,Rest to Full,60,72,39,1137,0.024289999,0.023690488
62,addr_transience=0_1,Rest to Full,61,36,36,1026,0.025052751,0.02444338
63,addr_transience=0_1,Rest to Full,62,24,24,948,0.025592589,0.024982548
64,addr_transience=0_1,Rest to Full,63,15,33,900,0.025957909,0.025350468
65,addr_transience=0_1,Rest to Full,64,15,51,852,0.026361852,0.025756698
66,addr_transience=0_1,Rest to Full,65,21,30,780,0.026990939,0.026383947
67,addr_transience=0_1,Rest to Full,66,12,27,732,0.027373269,0.02676912
68,addr_transience=0_1,Rest to Full,67,15,33,696,0.027906808,0.0273036
69,addr_transience=0_1,Rest to Full,68,18,30,651,0.028681124,0.028072943
70,addr_transience=0_1,Rest to Full,69,15,39,603,0.029315416,0.028706814
71,addr_transience=0_1,Rest to Full,70,9,27,552,0.029712496,0.029107072
72,addr_transience=0_1,Rest to Full,71,12,27,516,0.030411857,0.029805631
73,addr_transience=0_1,Rest to Full,72,12,30,480,0.031277785,0.030666903
74,addr_transience=0_1,Rest to Full,73,15,33,441,0.032455149,0.031829276
75,addr_transience=0_1,Rest to Full,74,S,27,393,0.032961576,0.032338955
76,addr_transience=0_1,Rest to Full,75,S,18,363,0.033546552,0.03292681
77,addr_transience=0_1,Rest to Full,76,6,18,336,0.034471947,0.033849835
78,addr_transience=0_1,Rest to Full,77,12,27,312,0.036152321,0.035500358
79,addr_transience=0_1,Rest to Full,78,S,27,270,0.037289922,0.036632959
80,addr_transience=0_1,Rest to Full,79,S,24,237,0.03825696,0.037600427
81,addr_transience=0_1,Rest to Full,80,S,24,207,0.038873987,0.038222008
82,addr_transience=0_1,Rest to Full,81,9,24,177,0.042101638,0.041359425
83,addr_transience=0_1,Rest to Full,82,6,15,150,0.045912849,0.0450575
84,addr_transience=0_1,Rest to Full,83,S,21,123,0.049409747,0.048478638
85,addr_transience=0_1,Rest to Full,84,6,12,99,0.056515584,0.05522842
86,addr_transience=0_1,Rest to Full,85,S,9,81,0.056515584,0.05522842
87,addr_transience=0_1,Rest to Full,86,S,S,69,0.056515584,0.05522842
88,addr_transience=0_1,Rest to Full,87,S,15,63,0.058668792,0.057396158
89,addr_transience=0_1,Rest to Full,88,S,9,51,0.062049902,0.06078091
90,addr_transience=0_1,Rest to Full,89,S,S,42,0.067016535,0.065721526
91,addr_transience=0_1,Rest to Full,90,S,S,36,0.067016535,0.065721526
92,addr_transience=0_1,Rest to Full,91,S,S,33,0.073744055,0.072371214
93,addr_transience=0_1,Rest to Full,92,S,9,24,0.073744055,0.072371214
94,addr_transience=0_1,Rest to Full,93,S,S,15,0.073744055,0.072371214
95,addr_transience=0_1,Rest to Full,94,S,S,12,0.108850549,0.105616061
96,addr_transience=0_1,Rest to Full,95,S,S,9,0.160428585,0.153298504
97,addr_transience=0_1,Rest to Full,96,S,S,S,S,S
98,addr_transience=0_1,Rest to Full,97,S,S,S,S,S
99,addr_transience=0_1,Rest to Full,98,S,S,S,S,S
100,addr_transience=0_1,Rest to Full,99,S,S,S,S,S
1,addr_transience=2_3,Rest to Full,3,S,S,7413,0,0
2,addr_transience=2_3,Rest to Full,5,S,S,7413,0,0
3,addr_transience=2_3,Rest to Full,6,S,S,7410,0,0
4,addr_transience=2_3,Rest to Full,7,S,S,7407,0,0
5,addr_transience=2_3,Rest to Full,8,S,S,7404,0,0
6,addr_transience=2_3,Rest to Full,9,S,9,7398,0,0
7,addr_transience=2_3,Rest to Full,10,S,9,7389,0,0
8,addr_transience=2_3,Rest to Full,11,S,12,7383,0,0
9,addr_transience=2_3,Rest to Full,12,123,18,7374,0.001523383,0.001510517
10,addr_transience=2_3,Rest to Full,13,117,27,7233,0.002139013,0.00212136
11,addr_transience=2_3,Rest to Full,14,87,15,7089,0.002515471,0.002496175
12,addr_transience=2_3,Rest to Full,15,75,18,6990,0.002799618,0.002779457
13,addr_transience=2_3,Rest to Full,16,66,15,6897,0.003032342,0.003011648
14,addr_transience=2_3,Rest to Full,17,39,24,6819,0.003168344,0.003147779
15,addr_transience=2_3,Rest to Full,18,243,27,6753,0.003944942,0.003903069
16,addr_transience=2_3,Rest to Full,19,243,24,6486,0.00464961,0.004589272
17,addr_transience=2_3,Rest to Full,20,225,36,6216,0.005256888,0.00518272
18,addr_transience=2_3,Rest to Full,21,195,33,5955,0.005769726,0.005686056
19,addr_transience=2_3,Rest to Full,22,195,27,5727,0.006282928,0.006189105
20,addr_transience=2_3,Rest to Full,23,192,21,5505,0.006785436,0.006681535
21,addr_transience=2_3,Rest to Full,24,192,36,5289,0.007291387,0.007176806
22,addr_transience=2_3,Rest to Full,25,168,15,5061,0.00774534,0.007622635
23,addr_transience=2_3,Rest to Full,26,168,S,4875,0.008209491,0.008077864
24,addr_transience=2_3,Rest to Full,27,132,21,4704,0.008569734,0.008433825
25,addr_transience=2_3,Rest to Full,28,126,39,4551,0.008924309,0.008784191
26,addr_transience=2_3,Rest to Full,29,135,33,4392,0.009317471,0.009171427
27,addr_transience=2_3,Rest to Full,30,141,33,4227,0.009749196,0.00959531
28,addr_transience=2_3,Rest to Full,31,111,24,4050,0.010099915,0.00994186
29,addr_transience=2_3,Rest to Full,32,105,36,3912,0.01044972,0.010287484
30,addr_transience=2_3,Rest to Full,33,108,33,3768,0.010814687,0.010647662
31,addr_transience=2_3,Rest to Full,34,93,33,3627,0.011141496,0.010971152
32,addr_transience=2_3,Rest to Full,35,81,51,3501,0.011441063,0.011268302
33,addr_transience=2_3,Rest to Full,36,117,36,3366,0.011891202,0.011709769
34,addr_transience=2_3,Rest to Full,37,81,39,3216,0.012228301,0.012043342
35,addr_transience=2_3,Rest to Full,38,81,24,3099,0.012573293,0.012384567
36,addr_transience=2_3,Rest to Full,39,69,30,2994,0.012878271,0.012687134
37,addr_transience=2_3,Rest to Full,40,72,42,2895,0.013220641,0.013025879
38,addr_transience=2_3,Rest to Full,41,72,36,2781,0.013582553,0.013383543
39,addr_transience=2_3,Rest to Full,42,81,36,2670,0.014017267,0.01381103
40,addr_transience=2_3,Rest to Full,43,51,33,2553,0.014293862,0.014086229
41,addr_transience=2_3,Rest to Full,44,45,27,2469,0.014543013,0.014334623
42,addr_transience=2_3,Rest to Full,45,63,36,2400,0.014937126,0.014723619
43,addr_transience=2_3,Rest to Full,46,57,33,2298,0.015302821,0.015085403
44,addr_transience=2_3,Rest to Full,47,54,36,2208,0.015676286,0.015454799
45,addr_transience=2_3,Rest to Full,48,60,36,2115,0.016110167,0.015882421
46,addr_transience=2_3,Rest to Full,49,45,36,2022,0.016456521,0.016225894
47,addr_transience=2_3,Rest to Full,50,36,18,1938,0.016758259,0.016526059
48,addr_transience=2_3,Rest to Full,51,45,36,1887,0.01714099,0.016904886
49,addr_transience=2_3,Rest to Full,52,54,33,1806,0.017623086,0.017379376
50,addr_transience=2_3,Rest to Full,53,36,36,1719,0.01795265,0.017706931
51,addr_transience=2_3,Rest to Full,54,33,36,1650,0.018303915,0.018055714
52,addr_transience=2_3,Rest to Full,55,39,27,1578,0.018758851,0.018504931
53,addr_transience=2_3,Rest to Full,56,42,33,1512,0.019243279,0.0189827
54,addr_transience=2_3,Rest to Full,57,48,36,1440,0.019842743,0.01957061
55,addr_transience=2_3,Rest to Full,58,51,30,1359,0.020525578,0.02023806
56,addr_transience=2_3,Rest to Full,59,84,24,1281,0.021853382,0.021495798
57,addr_transience=2_3,Rest to Full,60,84,30,1170,0.023330049,0.022889981
58,addr_transience=2_3,Rest to Full,61,36,30,1056,0.024075708,0.023622612
59,addr_transience=2_3,Rest to Full,62,24,24,987,0.024571598,0.024116175
60,addr_transience=2_3,Rest to Full,63,30,33,939,0.025249859,0.024785892
61,addr_transience=2_3,Rest to Full,64,15,39,876,0.025586571,0.025123778
62,addr_transience=2_3,Rest to Full,65,12,24,825,0.025933833,0.025472241
63,addr_transience=2_3,Rest to Full,66,18,24,789,0.026561752,0.026095258
64,addr_transience=2_3,Rest to Full,67,21,33,744,0.02724802,0.026774995
65,addr_transience=2_3,Rest to Full,68,12,30,693,0.027712021,0.027238937
66,addr_transience=2_3,Rest to Full,69,9,18,648,0.028013505,0.02754231
67,addr_transience=2_3,Rest to Full,70,12,45,621,0.028619496,0.028145703
68,addr_transience=2_3,Rest to Full,71,9,18,561,0.02923351,0.028757746
69,addr_transience=2_3,Rest to Full,72,9,21,534,0.029781618,0.029305415
70,addr_transience=2_3,Rest to Full,73,9,36,501,0.030386024,0.029908545
71,addr_transience=2_3,Rest to Full,74,9,21,456,0.031023715,0.030544958
72,addr_transience=2_3,Rest to Full,75,S,33,426,0.031200828,0.030723991
73,addr_transience=2_3,Rest to Full,76,S,36,393,0.031407658,0.030932948
74,addr_transience=2_3,Rest to Full,77,9,27,357,0.032419369,0.031936978
75,addr_transience=2_3,Rest to Full,78,6,21,324,0.033466828,0.032977013
76,addr_transience=2_3,Rest to Full,79,9,18,294,0.035034839,0.034519657
77,addr_transience=2_3,Rest to Full,80,6,15,267,0.036466753,0.035934472
78,addr_transience=2_3,Rest to Full,81,9,24,243,0.038575925,0.03799608
79,addr_transience=2_3,Rest to Full,82,15,27,210,0.042417809,0.041661723
80,addr_transience=2_3,Rest to Full,83,9,12,174,0.04519978,0.044380018
81,addr_transience=2_3,Rest to Full,84,9,15,153,0.050000794,0.048956839
82,addr_transience=2_3,Rest to Full,85,S,15,126,0.051870799,0.050820985
83,addr_transience=2_3,Rest to Full,86,S,15,111,0.054316021,0.053247314
84,addr_transience=2_3,Rest to Full,87,S,21,90,0.054316021,0.053247314
85,addr_transience=2_3,Rest to Full,88,S,S,72,0.054316021,0.053247314
86,addr_transience=2_3,Rest to Full,89,S,6,63,0.056485527,0.055425291
87,addr_transience=2_3,Rest to Full,90,S,6,57,0.06481818,0.063471218
88,addr_transience=2_3,Rest to Full,91,S,9,48,0.068443321,0.067090874
89,addr_transience=2_3,Rest to Full,92,S,9,36,0.073724073,0.072330115
90,addr_transience=2_3,Rest to Full,93,S,6,27,0.081650267,0.080129309
91,addr_transience=2_3,Rest to Full,94,S,9,21,0.095119495,0.093210943
92,addr_transience=2_3,Rest to Full,95,S,6,12,0.095119495,0.093210943
93,addr_transience=2_3,Rest to Full,96,S,S,S,S,S
94,addr_transience=2_3,Rest to Full,98,S,S,S,S,S
1,addr_transience=3plus,Rest to Full,11,S,S,3912,0,0
2,addr_transience=3plus,Rest to Full,12,S,S,3912,0.000443036,0.000442866
3,addr_transience=3plus,Rest to Full,13,S,S,3909,0.000572104,0.000571914
4,addr_transience=3plus,Rest to Full,14,S,S,3906,0.000849339,0.000848854
5,addr_transience=3plus,Rest to Full,15,S,S,3900,0.000887228,0.000886754
6,addr_transience=3plus,Rest to Full,16,S,S,3897,0.000992456,0.000991956
7,addr_transience=3plus,Rest to Full,17,S,S,3891,0.001117724,0.001117159
8,addr_transience=3plus,Rest to Full,18,18,S,3888,0.001606203,0.001603677
9,addr_transience=3plus,Rest to Full,19,33,S,3864,0.002208466,0.002202044
10,addr_transience=3plus,Rest to Full,20,21,9,3825,0.002514079,0.002506859
11,addr_transience=3plus,Rest to Full,21,21,S,3798,0.002764975,0.002757211
12,addr_transience=3plus,Rest to Full,22,21,S,3777,0.003021085,0.003012612
13,addr_transience=3plus,Rest to Full,23,27,9,3750,0.003304182,0.003294626
14,addr_transience=3plus,Rest to Full,24,24,S,3714,0.003569361,0.003558794
15,addr_transience=3plus,Rest to Full,25,42,S,3690,0.003982517,0.003968577
16,addr_transience=3plus,Rest to Full,26,33,S,3645,0.004285667,0.00427006
17,addr_transience=3plus,Rest to Full,27,39,6,3612,0.004641726,0.004623419
18,addr_transience=3plus,Rest to Full,28,30,9,3564,0.004899753,0.00488022
19,addr_transience=3plus,Rest to Full,29,30,S,3522,0.005142648,0.005122014
20,addr_transience=3plus,Rest to Full,30,30,12,3486,0.005371522,0.0053499
21,addr_transience=3plus,Rest to Full,31,33,9,3447,0.005641733,0.005618461
22,addr_transience=3plus,Rest to Full,32,33,18,3402,0.005898709,0.005873934
23,addr_transience=3plus,Rest to Full,33,36,15,3354,0.006181708,0.006154925
24,addr_transience=3plus,Rest to Full,34,42,21,3303,0.006504308,0.006474647
25,addr_transience=3plus,Rest to Full,35,51,9,3237,0.006859613,0.006826232
26,addr_transience=3plus,Rest to Full,36,33,12,3180,0.007103016,0.007068214
27,addr_transience=3plus,Rest to Full,37,36,15,3132,0.007359718,0.007323223
28,addr_transience=3plus,Rest to Full,38,36,15,3081,0.007616117,0.007577896
29,addr_transience=3plus,Rest to Full,39,33,12,3030,0.007837171,0.007797791
30,addr_transience=3plus,Rest to Full,40,45,9,2985,0.008143568,0.008101324
31,addr_transience=3plus,Rest to Full,41,33,21,2934,0.008378233,0.008334563
32,addr_transience=3plus,Rest to Full,42,42,15,2883,0.008686209,0.008639558
33,addr_transience=3plus,Rest to Full,43,33,24,2823,0.008931327,0.008883036
34,addr_transience=3plus,Rest to Full,44,27,18,2766,0.009121633,0.009072574
35,addr_transience=3plus,Rest to Full,45,39,15,2721,0.00940283,0.009351355
36,addr_transience=3plus,Rest to Full,46,33,21,2667,0.009664525,0.009611045
37,addr_transience=3plus,Rest to Full,47,42,18,2613,0.009983213,0.009926377
38,addr_transience=3plus,Rest to Full,48,42,18,2550,0.010291216,0.010231306
39,addr_transience=3plus,Rest to Full,49,36,21,2493,0.010572908,0.010510567
40,addr_transience=3plus,Rest to Full,50,39,21,2436,0.010892442,0.010826738
41,addr_transience=3plus,Rest to Full,51,36,27,2376,0.011193883,0.0111253
42,addr_transience=3plus,Rest to Full,52,33,30,2310,0.011487516,0.011416277
43,addr_transience=3plus,Rest to Full,53,33,30,2247,0.011764523,0.011691046
44,addr_transience=3plus,Rest to Full,54,30,36,2181,0.012032991,0.011957491
45,addr_transience=3plus,Rest to Full,55,42,42,2115,0.012425034,0.012344217
46,addr_transience=3plus,Rest to Full,56,45,24,2031,0.0128563,0.012768964
47,addr_transience=3plus,Rest to Full,57,33,30,1962,0.013201236,0.013110259
48,addr_transience=3plus,Rest to Full,58,48,30,1899,0.013708691,0.013608428
49,addr_transience=3plus,Rest to Full,59,84,30,1818,0.014670025,0.014532065
50,addr_transience=3plus,Rest to Full,60,84,27,1701,0.01564972,0.015474325
51,addr_transience=3plus,Rest to Full,61,45,33,1593,0.016195879,0.016011817
52,addr_transience=3plus,Rest to Full,62,36,30,1518,0.016655312,0.016466122
53,addr_transience=3plus,Rest to Full,63,24,36,1452,0.016984371,0.016793671
54,addr_transience=3plus,Rest to Full,64,21,42,1392,0.01730436,0.017112396
55,addr_transience=3plus,Rest to Full,65,21,33,1332,0.017647902,0.017454298
56,addr_transience=3plus,Rest to Full,66,12,45,1281,0.017873568,0.017680133
57,addr_transience=3plus,Rest to Full,67,15,42,1221,0.018155371,0.017961504
58,addr_transience=3plus,Rest to Full,68,18,30,1167,0.018481624,0.018286727
59,addr_transience=3plus,Rest to Full,69,12,36,1119,0.018719683,0.018524944
60,addr_transience=3plus,Rest to Full,70,21,36,1071,0.01916316,0.018965131
61,addr_transience=3plus,Rest to Full,71,21,48,1014,0.019672081,0.019469238
62,addr_transience=3plus,Rest to Full,72,15,30,948,0.020069935,0.019865277
63,addr_transience=3plus,Rest to Full,73,9,30,903,0.020377219,0.020172264
64,addr_transience=3plus,Rest to Full,74,18,45,858,0.021011925,0.020799274
65,addr_transience=3plus,Rest to Full,75,9,45,798,0.021350208,0.021137132
66,addr_transience=3plus,Rest to Full,76,6,54,744,0.02164791,0.02143498
67,addr_transience=3plus,Rest to Full,77,9,54,684,0.021995298,0.021782197
68,addr_transience=3plus,Rest to Full,78,15,39,621,0.022821326,0.022597581
69,addr_transience=3plus,Rest to Full,79,12,45,567,0.023704532,0.023469208
70,addr_transience=3plus,Rest to Full,80,12,42,510,0.02459936,0.024353545
71,addr_transience=3plus,Rest to Full,81,12,48,453,0.025682262,0.025421031
72,addr_transience=3plus,Rest to Full,82,18,51,396,0.028188645,0.027828285
73,addr_transience=3plus,Rest to Full,83,21,39,327,0.031375851,0.030873827
74,addr_transience=3plus,Rest to Full,84,15,39,270,0.034231431,0.033638069
75,addr_transience=3plus,Rest to Full,85,6,24,216,0.036386418,0.035760504
76,addr_transience=3plus,Rest to Full,86,S,21,186,0.037578028,0.036953063
77,addr_transience=3plus,Rest to Full,87,S,33,165,0.038072517,0.037452759
78,addr_transience=3plus,Rest to Full,88,S,12,132,0.039619552,0.039000671
79,addr_transience=3plus,Rest to Full,89,S,18,117,0.039619552,0.039000671
80,addr_transience=3plus,Rest to Full,90,S,15,99,0.044568773,0.043829811
81,addr_transience=3plus,Rest to Full,91,S,21,81,0.046267662,0.04553535
82,addr_transience=3plus,Rest to Full,92,S,9,60,0.046267662,0.04553535
83,addr_transience=3plus,Rest to Full,93,S,15,51,0.057602869,0.056417511
84,addr_transience=3plus,Rest to Full,94,S,9,33,0.057602869,0.056417511
85,addr_transience=3plus,Rest to Full,95,S,6,24,0.057602869,0.056417511
86,addr_transience=3plus,Rest to Full,96,S,S,18,0.057602869,0.056417511
87,addr_transience=3plus,Rest to Full,97,S,S,15,0.057602869,0.056417511
88,addr_transience=3plus,Rest to Full,98,S,S,9,0.057602869,0.056417511
89,addr_transience=3plus,Rest to Full,99,S,S,9,0.057602869,0.056417511
90,addr_transience=3plus,Rest to Full,100,S,S,S,S,S
1,"young_mother_ind=0, is_benefit=0",Rest to Full,0,S,51,14487,0,0
2,"young_mother_ind=0, is_benefit=0",Rest to Full,1,S,60,14436,0,0
3,"young_mother_ind=0, is_benefit=0",Rest to Full,2,S,45,14376,0,0
4,"young_mother_ind=0, is_benefit=0",Rest to Full,3,S,57,14331,0,0
5,"young_mother_ind=0, is_benefit=0",Rest to Full,4,S,48,14274,0,0
6,"young_mother_ind=0, is_benefit=0",Rest to Full,5,S,42,14226,0,0
7,"young_mother_ind=0, is_benefit=0",Rest to Full,6,S,51,14184,9.97E-05,9.97E-05
8,"young_mother_ind=0, is_benefit=0",Rest to Full,7,S,45,14130,9.97E-05,9.97E-05
9,"young_mother_ind=0, is_benefit=0",Rest to Full,8,S,54,14088,0.000141495,0.000141485
10,"young_mother_ind=0, is_benefit=0",Rest to Full,9,S,30,14031,0.000141495,0.000141485
11,"young_mother_ind=0, is_benefit=0",Rest to Full,10,S,60,14001,0.000225038,0.000225002
12,"young_mother_ind=0, is_benefit=0",Rest to Full,11,27,51,13935,0.000423812,0.000423521
13,"young_mother_ind=0, is_benefit=0",Rest to Full,12,2166,51,13860,0.003681427,0.003385499
14,"young_mother_ind=0, is_benefit=0",Rest to Full,13,1437,60,11643,0.005064404,0.004697227
15,"young_mother_ind=0, is_benefit=0",Rest to Full,14,756,42,10146,0.005795123,0.005422908
16,"young_mother_ind=0, is_benefit=0",Rest to Full,15,387,57,9348,0.006180889,0.005816924
17,"young_mother_ind=0, is_benefit=0",Rest to Full,16,288,39,8907,0.006477325,0.006121079
18,"young_mother_ind=0, is_benefit=0",Rest to Full,17,171,51,8580,0.006656702,0.006306891
19,"young_mother_ind=0, is_benefit=0",Rest to Full,18,735,51,8358,0.007471986,0.007091134
20,"young_mother_ind=0, is_benefit=0",Rest to Full,19,726,54,7575,0.00835759,0.007934564
21,"young_mother_ind=0, is_benefit=0",Rest to Full,20,495,60,6795,0.009025874,0.008586301
22,"young_mother_ind=0, is_benefit=0",Rest to Full,21,387,36,6237,0.009593949,0.009145896
23,"young_mother_ind=0, is_benefit=0",Rest to Full,22,399,45,5817,0.010232933,0.009769707
24,"young_mother_ind=0, is_benefit=0",Rest to Full,23,300,33,5367,0.010756261,0.01028687
25,"young_mother_ind=0, is_benefit=0",Rest to Full,24,273,39,5037,0.011274455,0.010798842
26,"young_mother_ind=0, is_benefit=0",Rest to Full,25,225,21,4728,0.01173417,0.011255613
27,"young_mother_ind=0, is_benefit=0",Rest to Full,26,213,6,4482,0.012199511,0.011717369
28,"young_mother_ind=0, is_benefit=0",Rest to Full,27,150,24,4260,0.012547923,0.012067041
29,"young_mother_ind=0, is_benefit=0",Rest to Full,28,150,39,4083,0.012912087,0.012431687
30,"young_mother_ind=0, is_benefit=0",Rest to Full,29,135,36,3897,0.013261213,0.012781644
31,"young_mother_ind=0, is_benefit=0",Rest to Full,30,147,45,3729,0.013670298,0.01318913
32,"young_mother_ind=0, is_benefit=0",Rest to Full,31,111,33,3537,0.014001515,0.013521495
33,"young_mother_ind=0, is_benefit=0",Rest to Full,32,108,54,3396,0.014339931,0.013860723
34,"young_mother_ind=0, is_benefit=0",Rest to Full,33,99,39,3234,0.014680343,0.01420186
35,"young_mother_ind=0, is_benefit=0",Rest to Full,34,96,27,3093,0.015032636,0.014554457
36,"young_mother_ind=0, is_benefit=0",Rest to Full,35,84,33,2970,0.015359045,0.014881815
37,"young_mother_ind=0, is_benefit=0",Rest to Full,36,96,24,2850,0.015751629,0.015273208
38,"young_mother_ind=0, is_benefit=0",Rest to Full,37,93,27,2733,0.016146724,0.015666975
39,"young_mother_ind=0, is_benefit=0",Rest to Full,38,81,30,2613,0.016525625,0.016045109
40,"young_mother_ind=0, is_benefit=0",Rest to Full,39,63,27,2502,0.016835335,0.016355961
41,"young_mother_ind=0, is_benefit=0",Rest to Full,40,72,42,2412,0.017210658,0.016730629
42,"young_mother_ind=0, is_benefit=0",Rest to Full,41,60,27,2295,0.017546611,0.017067095
43,"young_mother_ind=0, is_benefit=0",Rest to Full,42,63,30,2208,0.017927714,0.017447442
44,"young_mother_ind=0, is_benefit=0",Rest to Full,43,60,24,2115,0.018308678,0.017827686
45,"young_mother_ind=0, is_benefit=0",Rest to Full,44,48,18,2031,0.018624803,0.018144742
46,"young_mother_ind=0, is_benefit=0",Rest to Full,45,60,27,1965,0.019057479,0.018574976
47,"young_mother_ind=0, is_benefit=0",Rest to Full,46,54,30,1875,0.01946756,0.018983503
